combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_made_flag;shot_type
Jump Shot;-159;26;11;3;0;2007-08;13;0;2PT Field Goal
Jump Shot;92;240;9;1;0;2002-03;44;0;3PT Field Goal
Jump Shot;-147;217;4;3;0;2012-13;4;0;3PT Field Goal
Jump Shot;28;13;5;3;0;2007-08;50;0;2PT Field Goal
Jump Shot;97;124;7;1;0;2015-16;15;0;2PT Field Goal
Layup;-16;3;3;1;0;2015-16;36;1;2PT Field Goal
Jump Shot;-174;-3;9;1;0;2005-06;3;0;2PT Field Goal
Layup;0;0;11;1;1;2008-09;0;0;2PT Field Goal
Jump Shot;117;133;4;2;0;2002-03;18;1;2PT Field Goal
Jump Shot;130;224;4;4;0;2004-05;47;1;3PT Field Goal
Jump Shot;-35;12;2;3;0;2010-11;55;0;2PT Field Goal
Layup;0;0;3;2;0;2006-07;57;1;2PT Field Goal
Jump Shot;7;165;2;4;0;2011-12;36;1;2PT Field Goal
Jump Shot;146;77;10;1;0;2012-13;35;1;2PT Field Goal
Jump Shot;163;37;5;2;1;2008-09;48;0;2PT Field Goal
Jump Shot;-29;116;2;1;0;2010-11;15;1;2PT Field Goal
Jump Shot;51;61;3;5;1;1999-00;34;1;2PT Field Goal
Jump Shot;-218;123;0;4;0;2012-13;36;1;3PT Field Goal
Jump Shot;0;71;5;1;0;2003-04;15;0;2PT Field Goal
Jump Shot;0;41;0;2;0;2009-10;22;1;2PT Field Goal
Jump Shot;156;0;4;3;0;2015-16;26;0;2PT Field Goal
Jump Shot;-153;97;9;4;0;2001-02;7;0;2PT Field Goal
Dunk;0;0;10;1;1;2001-02;12;1;2PT Field Goal
Jump Shot;190;189;3;3;0;2004-05;15;0;3PT Field Goal
Jump Shot;113;227;3;3;0;2011-12;19;0;3PT Field Goal
Layup;0;6;5;2;0;2011-12;11;0;2PT Field Goal
Jump Shot;26;168;9;3;0;2002-03;35;1;2PT Field Goal
Jump Shot;156;210;8;2;0;2006-07;42;0;3PT Field Goal
Jump Shot;144;0;10;1;0;2005-06;45;0;2PT Field Goal
Jump Shot;164;194;2;3;1;1998-99;42;0;3PT Field Goal
Jump Shot;115;245;11;4;0;2000-01;13;0;3PT Field Goal
Jump Shot;-202;68;7;3;0;2006-07;24;0;2PT Field Goal
Jump Shot;122;208;9;1;1;2009-10;30;0;3PT Field Goal
Layup;0;0;7;1;0;2004-05;9;1;2PT Field Goal
Layup;0;0;2;3;0;2008-09;44;1;2PT Field Goal
Jump Shot;-194;5;11;3;0;2002-03;46;1;2PT Field Goal
Jump Shot;164;-1;2;1;0;2005-06;7;0;2PT Field Goal
Jump Shot;-227;25;2;3;0;2005-06;8;0;3PT Field Goal
Layup;0;0;10;2;0;1997-98;54;0;2PT Field Goal
Layup;0;0;2;3;0;2003-04;1;0;2PT Field Goal
Jump Shot;-5;100;0;1;0;2005-06;17;1;2PT Field Goal
Jump Shot;112;158;1;4;0;2007-08;59;0;2PT Field Goal
Jump Shot;26;263;0;4;0;2006-07;54;0;3PT Field Goal
Jump Shot;103;-3;3;1;0;2009-10;41;1;2PT Field Goal
Jump Shot;79;127;7;2;0;2005-06;30;1;2PT Field Goal
Jump Shot;108;170;0;3;0;2008-09;44;1;2PT Field Goal
Jump Shot;-198;173;2;2;0;2012-13;1;1;3PT Field Goal
Jump Shot;95;42;4;1;0;2006-07;11;0;2PT Field Goal
Dunk;0;0;9;1;0;2003-04;52;0;2PT Field Goal
Layup;-1;9;3;1;0;2001-02;5;1;2PT Field Goal
Jump Shot;12;97;11;1;0;2010-11;10;1;2PT Field Goal
Jump Shot;136;46;10;2;0;1997-98;27;0;2PT Field Goal
Jump Shot;62;199;0;2;1;2003-04;46;0;2PT Field Goal
Jump Shot;144;23;11;2;0;2000-01;6;1;2PT Field Goal
Jump Shot;136;82;1;1;0;2005-06;58;0;2PT Field Goal
Jump Shot;-13;108;6;3;0;2010-11;28;1;2PT Field Goal
Jump Shot;111;176;6;1;0;2014-15;50;0;2PT Field Goal
Jump Shot;213;164;9;1;0;2015-16;21;0;3PT Field Goal
Jump Shot;62;116;0;1;0;2000-01;0;1;2PT Field Goal
Layup;0;0;6;4;1;2003-04;50;1;2PT Field Goal
Jump Shot;-13;80;1;1;0;2010-11;2;0;2PT Field Goal
Layup;0;0;5;3;0;2004-05;10;1;2PT Field Goal
Jump Shot;-108;222;3;2;0;2008-09;42;0;3PT Field Goal
Jump Shot;81;115;3;2;0;1999-00;42;0;2PT Field Goal
Jump Shot;6;49;4;2;0;2006-07;25;0;2PT Field Goal
Jump Shot;171;79;3;2;0;2006-07;57;0;2PT Field Goal
Jump Shot;156;0;0;4;0;2007-08;11;0;2PT Field Goal
Jump Shot;-147;101;10;1;0;2009-10;13;0;2PT Field Goal
Jump Shot;-89;27;10;2;0;1997-98;13;0;2PT Field Goal
Jump Shot;-130;165;8;1;0;2011-12;1;1;2PT Field Goal
Jump Shot;121;7;11;1;1;2001-02;5;0;2PT Field Goal
Jump Shot;0;0;2;3;0;2006-07;22;0;2PT Field Goal
Jump Shot;159;146;9;1;0;2010-11;17;0;2PT Field Goal
Jump Shot;-79;120;11;1;0;2015-16;39;0;2PT Field Goal
Jump Shot;-12;181;8;3;0;1999-00;21;1;2PT Field Goal
Jump Shot;154;91;6;3;0;1998-99;14;1;2PT Field Goal
Jump Shot;159;91;5;1;0;2003-04;20;0;2PT Field Goal
Jump Shot;-98;77;2;1;0;2011-12;44;1;2PT Field Goal
Layup;0;0;7;3;0;2007-08;23;0;2PT Field Goal
Jump Shot;81;112;9;3;0;2012-13;42;1;2PT Field Goal
Jump Shot;-122;11;8;3;1;2010-11;8;0;2PT Field Goal
Jump Shot;105;120;6;1;0;2003-04;15;1;2PT Field Goal
Jump Shot;43;101;0;2;0;2008-09;23;1;2PT Field Goal
Jump Shot;-193;85;4;4;0;2012-13;46;0;2PT Field Goal
Jump Shot;-71;145;7;2;0;2005-06;45;1;2PT Field Goal
Jump Shot;-181;188;10;2;0;2015-16;10;0;3PT Field Goal
Layup;0;0;2;4;1;1999-00;8;1;2PT Field Goal
Layup;-16;4;4;1;0;2010-11;24;1;2PT Field Goal
Jump Shot;81;197;4;4;0;2011-12;14;0;2PT Field Goal
Jump Shot;165;110;3;3;0;2014-15;47;0;2PT Field Goal
Jump Shot;100;33;10;2;0;2004-05;18;1;2PT Field Goal
Jump Shot;167;301;0;3;1;2011-12;1;0;3PT Field Goal
Jump Shot;105;235;5;4;0;2007-08;12;0;3PT Field Goal
Layup;0;0;2;4;0;2005-06;43;0;2PT Field Goal
Jump Shot;-114;121;11;3;0;2009-10;36;1;2PT Field Goal
Jump Shot;-2;261;9;3;0;2002-03;58;1;3PT Field Goal
Jump Shot;163;18;2;1;0;2005-06;28;1;2PT Field Goal
Layup;24;4;0;4;1;2001-02;51;0;2PT Field Goal
Jump Shot;140;0;2;3;0;2001-02;9;0;2PT Field Goal
Jump Shot;57;100;9;1;0;2006-07;20;1;2PT Field Goal
Jump Shot;159;143;0;3;0;2003-04;31;0;2PT Field Goal
Jump Shot;121;45;4;3;0;2014-15;37;0;2PT Field Goal
Jump Shot;161;197;9;1;0;2006-07;53;1;3PT Field Goal
Jump Shot;11;91;7;3;0;2007-08;55;1;2PT Field Goal
Jump Shot;-100;156;11;3;0;2008-09;17;0;2PT Field Goal
Jump Shot;-176;201;2;4;0;2005-06;19;0;3PT Field Goal
Layup;0;0;5;3;0;2008-09;58;1;2PT Field Goal
Layup;0;0;10;4;1;2002-03;33;1;2PT Field Goal
Jump Shot;38;51;5;1;0;2002-03;55;0;2PT Field Goal
Jump Shot;168;19;0;4;0;2008-09;46;0;2PT Field Goal
Jump Shot;100;143;0;5;1;2005-06;0;1;2PT Field Goal
Jump Shot;51;224;3;1;0;1998-99;42;0;2PT Field Goal
Jump Shot;80;17;9;2;0;2007-08;32;1;2PT Field Goal
Layup;18;26;8;3;0;2010-11;20;0;2PT Field Goal
Layup;0;0;1;3;0;2006-07;1;1;2PT Field Goal
Jump Shot;182;167;0;4;0;2008-09;33;0;3PT Field Goal
Jump Shot;132;212;11;4;0;1997-98;46;1;3PT Field Goal
Jump Shot;141;255;3;4;0;2003-04;2;0;3PT Field Goal
Layup;0;0;1;4;0;1998-99;28;1;2PT Field Goal
Jump Shot;-134;144;3;3;0;2001-02;14;0;2PT Field Goal
Dunk;0;0;2;1;0;1997-98;51;1;2PT Field Goal
Jump Shot;44;214;8;1;0;2004-05;23;0;2PT Field Goal
Dunk;0;0;9;3;0;2002-03;51;1;2PT Field Goal
Jump Shot;37;190;7;4;0;2015-16;54;0;2PT Field Goal
Jump Shot;72;28;0;3;0;2003-04;49;0;2PT Field Goal
Jump Shot;-132;154;6;3;0;2000-01;24;0;2PT Field Goal
Jump Shot;78;186;0;5;0;1999-00;15;0;2PT Field Goal
Jump Shot;192;157;2;4;0;2014-15;1;0;3PT Field Goal
Jump Shot;34;56;11;4;0;2002-03;35;0;2PT Field Goal
Jump Shot;184;36;11;4;0;2011-12;28;0;2PT Field Goal
Layup;23;3;1;4;0;2012-13;13;1;2PT Field Goal
Jump Shot;51;201;7;1;0;2007-08;56;1;2PT Field Goal
Jump Shot;72;198;3;2;0;2010-11;50;0;2PT Field Goal
Dunk;0;0;5;1;0;2001-02;34;1;2PT Field Goal
Jump Shot;116;175;10;1;0;2010-11;55;0;2PT Field Goal
Jump Shot;-57;123;4;3;1;2009-10;21;0;2PT Field Goal
Jump Shot;189;46;8;1;0;2002-03;31;1;2PT Field Goal
Jump Shot;23;66;1;3;0;2002-03;32;0;2PT Field Goal
Jump Shot;177;199;6;1;0;2005-06;19;0;3PT Field Goal
Jump Shot;70;7;10;2;0;2001-02;35;0;2PT Field Goal
Jump Shot;-75;122;9;3;0;2006-07;37;0;2PT Field Goal
Jump Shot;10;48;11;1;0;2010-11;41;0;2PT Field Goal
Jump Shot;220;164;3;4;0;2007-08;21;0;3PT Field Goal
Jump Shot;-72;201;5;3;1;2007-08;21;1;2PT Field Goal
Jump Shot;-101;123;2;4;0;2009-10;22;0;2PT Field Goal
Jump Shot;-235;-19;8;4;0;2002-03;23;0;3PT Field Goal
Jump Shot;-162;-17;11;1;0;2001-02;17;0;2PT Field Goal
Jump Shot;-6;83;3;2;1;1999-00;51;0;2PT Field Goal
Jump Shot;226;0;5;2;0;2014-15;59;1;3PT Field Goal
Jump Shot;28;93;0;4;0;2010-11;37;0;2PT Field Goal
Jump Shot;154;-14;6;2;0;2007-08;9;0;2PT Field Goal
Jump Shot;-52;126;1;1;0;2011-12;18;1;2PT Field Goal
Jump Shot;-138;208;0;4;0;2011-12;16;0;3PT Field Goal
Jump Shot;186;-3;3;2;0;2007-08;45;0;2PT Field Goal
Jump Shot;115;23;6;2;0;2000-01;52;0;2PT Field Goal
Layup;1;25;5;1;0;2011-12;51;1;2PT Field Goal
Layup;20;10;5;4;0;2003-04;58;1;2PT Field Goal
Jump Shot;-154;135;3;5;0;2006-07;30;1;2PT Field Goal
Jump Shot;-20;153;8;2;0;2002-03;57;0;2PT Field Goal
Jump Shot;-174;168;6;4;0;2012-13;2;1;3PT Field Goal
Jump Shot;-104;134;7;1;0;1999-00;4;0;2PT Field Goal
Jump Shot;-103;228;4;2;1;2000-01;11;0;3PT Field Goal
Jump Shot;-215;135;5;4;0;2003-04;28;0;3PT Field Goal
Layup;0;0;1;2;0;2005-06;52;1;2PT Field Goal
Jump Shot;108;153;1;4;0;2009-10;32;1;2PT Field Goal
Jump Shot;-142;218;0;5;1;1996-97;5;0;3PT Field Goal
Jump Shot;142;0;1;1;0;2001-02;27;1;2PT Field Goal
Jump Shot;-145;148;0;1;0;2001-02;28;0;2PT Field Goal
Jump Shot;155;195;6;3;0;2010-11;0;0;3PT Field Goal
Dunk;0;0;9;2;0;2002-03;18;1;2PT Field Goal
Jump Shot;-40;34;10;3;0;2014-15;40;0;2PT Field Goal
Jump Shot;-5;46;3;1;0;2003-04;14;0;2PT Field Goal
Jump Shot;-193;93;2;2;0;2000-01;39;1;2PT Field Goal
Jump Shot;-85;171;1;2;0;1999-00;46;0;2PT Field Goal
Layup;0;0;0;4;0;2006-07;58;0;2PT Field Goal
Jump Shot;220;141;5;1;0;2001-02;50;0;3PT Field Goal
Jump Shot;-25;25;5;2;0;1997-98;30;0;2PT Field Goal
Jump Shot;-106;57;9;3;0;1998-99;4;0;2PT Field Goal
Jump Shot;-25;71;0;3;0;2003-04;9;0;2PT Field Goal
Jump Shot;-146;233;5;4;0;2008-09;10;0;3PT Field Goal
Layup;0;0;8;4;0;2000-01;34;1;2PT Field Goal
Layup;9;23;6;1;0;2010-11;34;0;2PT Field Goal
Layup;0;4;8;1;0;2010-11;21;1;2PT Field Goal
Jump Shot;177;174;5;4;0;2015-16;31;0;3PT Field Goal
Jump Shot;-12;257;0;3;0;2000-01;36;0;3PT Field Goal
Jump Shot;-101;45;10;3;0;2009-10;34;1;2PT Field Goal
Jump Shot;154;80;7;3;0;2010-11;54;0;2PT Field Goal
Jump Shot;-12;207;7;4;0;2001-02;5;0;2PT Field Goal
Jump Shot;163;0;4;4;0;2006-07;38;1;2PT Field Goal
Jump Shot;-153;17;11;3;0;2001-02;19;0;2PT Field Goal
Jump Shot;42;102;9;3;0;1998-99;57;1;2PT Field Goal
Dunk;-15;5;2;2;0;2005-06;8;0;2PT Field Goal
Jump Shot;50;157;1;3;0;2008-09;35;1;2PT Field Goal
Jump Shot;-91;141;10;1;0;1998-99;0;1;2PT Field Goal
Jump Shot;134;4;10;2;1;2001-02;12;0;2PT Field Goal
Jump Shot;-66;147;6;3;0;1999-00;28;0;2PT Field Goal
Jump Shot;8;115;2;1;1;1999-00;17;0;2PT Field Goal
Jump Shot;47;92;3;4;0;2003-04;5;0;2PT Field Goal
Layup;0;0;3;3;0;2001-02;11;0;2PT Field Goal
Jump Shot;228;53;0;1;0;2006-07;58;0;3PT Field Goal
Layup;0;0;0;2;0;2006-07;57;1;2PT Field Goal
Jump Shot;31;31;9;3;0;2005-06;24;0;2PT Field Goal
Jump Shot;1;644;0;3;0;2009-10;0;0;3PT Field Goal
Jump Shot;-113;184;4;3;0;2001-02;21;0;2PT Field Goal
Dunk;0;0;3;2;0;2006-07;9;1;2PT Field Goal
Jump Shot;-199;230;2;4;0;2014-15;14;0;3PT Field Goal
Dunk;0;0;0;3;1;2001-02;53;0;2PT Field Goal
Jump Shot;122;227;0;4;0;2012-13;6;0;3PT Field Goal
Dunk;0;0;9;3;0;2008-09;58;0;2PT Field Goal
Jump Shot;-59;171;10;3;0;2004-05;28;0;2PT Field Goal
Layup;32;22;4;2;0;2009-10;48;1;2PT Field Goal
Jump Shot;-56;167;0;1;0;2001-02;44;1;2PT Field Goal
Jump Shot;100;-19;10;1;0;2003-04;46;0;2PT Field Goal
Jump Shot;193;0;5;2;1;2001-02;8;0;2PT Field Goal
Jump Shot;91;148;3;3;0;2001-02;14;0;2PT Field Goal
Jump Shot;-53;72;7;2;0;1997-98;24;0;2PT Field Goal
Jump Shot;133;89;4;3;0;2012-13;3;1;2PT Field Goal
Jump Shot;-156;188;3;2;0;2015-16;39;1;3PT Field Goal
Jump Shot;-128;25;2;1;1;2002-03;51;1;2PT Field Goal
Jump Shot;167;0;4;4;0;2006-07;58;1;2PT Field Goal
Jump Shot;-41;85;4;4;0;2011-12;4;0;2PT Field Goal
Jump Shot;-204;143;11;1;1;2007-08;42;1;3PT Field Goal
Jump Shot;-185;162;5;1;0;2009-10;7;1;3PT Field Goal
Jump Shot;80;181;1;3;0;2004-05;37;1;2PT Field Goal
Jump Shot;91;34;2;2;0;2001-02;17;1;2PT Field Goal
Jump Shot;100;72;8;3;1;1999-00;37;0;2PT Field Goal
Jump Shot;154;-5;4;1;0;2006-07;1;0;2PT Field Goal
Jump Shot;113;128;6;4;0;1999-00;50;0;2PT Field Goal
Jump Shot;-89;176;0;2;0;2005-06;50;1;2PT Field Goal
Jump Shot;-7;144;9;1;0;2015-16;9;0;2PT Field Goal
Jump Shot;72;135;5;1;0;2002-03;2;0;2PT Field Goal
Jump Shot;75;39;3;3;0;2014-15;12;1;2PT Field Goal
Jump Shot;-123;245;0;3;0;2007-08;28;0;3PT Field Goal
Jump Shot;110;76;10;2;0;2000-01;57;0;2PT Field Goal
Jump Shot;86;138;2;4;0;2010-11;36;0;2PT Field Goal
Jump Shot;8;61;8;4;0;1997-98;37;1;2PT Field Goal
Dunk;0;0;0;2;0;2007-08;44;1;2PT Field Goal
Jump Shot;-209;58;10;4;0;2009-10;49;0;2PT Field Goal
Layup;0;0;7;4;0;2002-03;10;1;2PT Field Goal
Jump Shot;-82;229;0;2;0;2005-06;0;0;3PT Field Goal
Jump Shot;92;179;5;3;0;2012-13;55;1;2PT Field Goal
Jump Shot;-181;81;9;1;0;2007-08;52;1;2PT Field Goal
Layup;0;0;8;3;0;2006-07;20;1;2PT Field Goal
Jump Shot;-204;146;6;4;1;2009-10;20;0;3PT Field Goal
Layup;0;0;11;3;0;1998-99;22;1;2PT Field Goal
Jump Shot;131;138;2;3;0;2005-06;36;1;2PT Field Goal
Jump Shot;189;-11;11;3;0;2012-13;32;1;2PT Field Goal
Jump Shot;-161;189;8;4;1;2008-09;43;1;3PT Field Goal
Jump Shot;-220;156;0;4;1;1999-00;40;1;3PT Field Goal
Jump Shot;117;220;6;4;0;1997-98;11;0;3PT Field Goal
Jump Shot;86;232;1;4;0;2015-16;18;0;3PT Field Goal
Jump Shot;89;237;2;2;0;2015-16;46;0;3PT Field Goal
Layup;0;0;2;3;0;2008-09;13;1;2PT Field Goal
Jump Shot;171;178;2;1;0;2010-11;17;0;3PT Field Goal
Layup;0;0;0;3;0;2001-02;1;1;2PT Field Goal
Layup;0;0;4;4;0;2002-03;23;0;2PT Field Goal
Layup;20;9;8;1;0;2010-11;42;0;2PT Field Goal
Layup;0;0;11;4;0;1996-97;39;0;2PT Field Goal
Layup;0;0;8;2;0;1999-00;23;0;2PT Field Goal
Jump Shot;83;236;5;3;0;2008-09;47;0;3PT Field Goal
Jump Shot;95;179;11;3;1;2007-08;2;0;2PT Field Goal
Layup;6;-6;3;4;0;2015-16;5;1;2PT Field Goal
Jump Shot;-3;130;10;3;0;1998-99;45;1;2PT Field Goal
Layup;0;0;3;3;0;1999-00;29;0;2PT Field Goal
Layup;0;0;2;4;0;2009-10;24;1;2PT Field Goal
Jump Shot;-115;59;2;1;0;1998-99;34;0;2PT Field Goal
Jump Shot;72;153;6;2;0;2006-07;2;0;2PT Field Goal
Jump Shot;181;15;0;2;0;2010-11;34;0;2PT Field Goal
Jump Shot;-128;6;3;2;0;2009-10;29;1;2PT Field Goal
Jump Shot;182;45;11;1;1;2008-09;43;1;2PT Field Goal
Jump Shot;36;41;5;3;0;2003-04;34;1;2PT Field Goal
Jump Shot;69;85;3;2;0;2008-09;25;1;2PT Field Goal
Jump Shot;-147;146;4;4;0;2011-12;38;1;2PT Field Goal
Jump Shot;-172;184;10;2;0;2002-03;3;1;3PT Field Goal
Jump Shot;163;17;7;1;0;2005-06;0;1;2PT Field Goal
Jump Shot;94;46;1;4;0;2007-08;58;0;2PT Field Goal
Jump Shot;-74;177;7;2;0;1999-00;10;1;2PT Field Goal
Layup;0;0;1;4;0;2000-01;36;0;2PT Field Goal
Jump Shot;-176;15;11;3;0;2005-06;43;1;2PT Field Goal
Layup;0;0;4;3;0;2007-08;57;0;2PT Field Goal
Layup;-5;11;1;3;0;2014-15;41;1;2PT Field Goal
Jump Shot;-158;107;8;2;0;2004-05;57;1;2PT Field Goal
Jump Shot;-147;108;4;4;0;2010-11;5;1;2PT Field Goal
Jump Shot;78;233;5;2;1;1998-99;50;1;3PT Field Goal
Jump Shot;-155;137;0;4;0;2010-11;36;0;2PT Field Goal
Layup;0;0;8;1;1;2003-04;21;0;2PT Field Goal
Jump Shot;215;121;4;1;0;2012-13;35;0;3PT Field Goal
Jump Shot;-57;188;5;3;0;1998-99;57;0;2PT Field Goal
Jump Shot;108;47;10;3;1;2000-01;53;0;2PT Field Goal
Jump Shot;-188;165;5;4;0;2008-09;15;0;3PT Field Goal
Jump Shot;-107;163;10;4;0;2003-04;18;0;2PT Field Goal
Dunk;-5;17;3;4;0;2011-12;9;1;2PT Field Goal
Jump Shot;198;56;0;4;0;2012-13;21;0;2PT Field Goal
Jump Shot;-149;143;2;2;0;1999-00;1;0;2PT Field Goal
Jump Shot;15;43;2;4;0;2004-05;50;0;2PT Field Goal
Jump Shot;-198;135;9;3;0;2009-10;31;0;3PT Field Goal
Jump Shot;155;219;7;1;0;2010-11;40;0;3PT Field Goal
Jump Shot;-235;8;1;2;0;2015-16;33;0;3PT Field Goal
Jump Shot;121;117;6;2;0;1997-98;55;0;2PT Field Goal
Jump Shot;-168;-2;8;1;0;2000-01;53;0;2PT Field Goal
Jump Shot;-133;58;11;4;0;2008-09;47;0;2PT Field Goal
Dunk;0;0;7;2;0;1998-99;17;1;2PT Field Goal
Jump Shot;-172;176;6;3;0;2005-06;2;0;3PT Field Goal
Jump Shot;177;204;0;4;0;2005-06;0;0;3PT Field Goal
Jump Shot;-112;143;2;4;0;2008-09;29;0;2PT Field Goal
Jump Shot;-112;11;8;2;0;2015-16;2;1;2PT Field Goal
Jump Shot;43;252;1;2;0;2003-04;18;0;3PT Field Goal
Layup;18;1;4;1;0;2010-11;10;1;2PT Field Goal
Jump Shot;97;150;4;2;0;2006-07;53;1;2PT Field Goal
Jump Shot;143;48;6;4;0;2010-11;2;0;2PT Field Goal
Jump Shot;13;85;0;5;0;2010-11;27;1;2PT Field Goal
Jump Shot;233;28;0;4;0;2001-02;11;0;3PT Field Goal
Jump Shot;239;97;6;3;0;2012-13;48;0;3PT Field Goal
Jump Shot;110;123;7;1;0;2014-15;54;0;2PT Field Goal
Jump Shot;-32;184;5;1;1;2011-12;56;1;2PT Field Goal
Jump Shot;-152;50;9;3;1;2008-09;24;1;2PT Field Goal
Jump Shot;-232;10;7;2;0;2006-07;36;0;3PT Field Goal
Jump Shot;-161;58;6;4;0;2009-10;4;1;2PT Field Goal
Jump Shot;-223;22;8;3;0;2006-07;45;1;3PT Field Goal
Layup;-13;6;1;4;0;2010-11;53;0;2PT Field Goal
Layup;0;0;3;3;1;2007-08;5;0;2PT Field Goal
Jump Shot;47;200;4;4;0;2010-11;25;0;2PT Field Goal
Jump Shot;132;100;9;2;0;1999-00;8;1;2PT Field Goal
Jump Shot;135;153;0;2;0;2009-10;31;1;2PT Field Goal
Jump Shot;94;112;6;3;1;2011-12;36;1;2PT Field Goal
Jump Shot;-8;75;4;3;0;2011-12;31;0;2PT Field Goal
Jump Shot;-147;201;6;2;0;2009-10;34;1;3PT Field Goal
Jump Shot;43;43;1;1;0;2004-05;44;0;2PT Field Goal
Layup;0;0;7;4;0;2007-08;14;0;2PT Field Goal
Jump Shot;15;61;7;3;0;2009-10;6;0;2PT Field Goal
Jump Shot;133;244;11;3;1;2009-10;36;0;3PT Field Goal
Jump Shot;-109;134;6;4;0;2009-10;30;0;2PT Field Goal
Jump Shot;-105;156;4;2;0;2009-10;28;1;2PT Field Goal
Jump Shot;138;114;2;4;0;2005-06;49;1;2PT Field Goal
Jump Shot;-108;61;1;2;1;2011-12;52;0;2PT Field Goal
Layup;20;19;1;3;0;2014-15;1;1;2PT Field Goal
Jump Shot;-71;43;3;2;0;2007-08;42;0;2PT Field Goal
Jump Shot;71;247;1;2;0;2005-06;53;0;3PT Field Goal
Jump Shot;94;44;3;4;0;2011-12;7;0;2PT Field Goal
Jump Shot;121;107;11;2;0;2012-13;29;1;2PT Field Goal
Jump Shot;2;50;3;2;1;2008-09;55;0;2PT Field Goal
Jump Shot;-119;14;0;2;1;2008-09;2;0;2PT Field Goal
Jump Shot;78;119;3;3;1;1998-99;55;0;2PT Field Goal
Jump Shot;143;626;0;1;0;2002-03;0;0;3PT Field Goal
Jump Shot;164;184;9;1;0;2005-06;25;1;3PT Field Goal
Jump Shot;-182;8;6;2;0;2006-07;34;0;2PT Field Goal
Jump Shot;141;212;4;2;0;2005-06;4;1;3PT Field Goal
Jump Shot;5;194;8;1;0;1999-00;6;0;2PT Field Goal
Layup;0;0;8;3;0;2000-01;17;1;2PT Field Goal
Jump Shot;-114;200;2;1;0;2012-13;56;1;2PT Field Goal
Jump Shot;-160;206;10;3;0;2010-11;48;0;3PT Field Goal
Jump Shot;123;30;6;2;0;2005-06;38;0;2PT Field Goal
Jump Shot;4;50;6;4;0;2008-09;6;0;2PT Field Goal
Jump Shot;117;235;11;4;0;1997-98;45;0;3PT Field Goal
Jump Shot;94;48;11;3;0;2009-10;42;1;2PT Field Goal
Jump Shot;-168;198;1;4;0;2009-10;29;0;3PT Field Goal
Jump Shot;194;174;6;2;0;2007-08;12;0;3PT Field Goal
Jump Shot;98;105;8;1;0;2007-08;29;1;2PT Field Goal
Jump Shot;-197;61;5;4;0;2015-16;22;0;2PT Field Goal
Jump Shot;-90;67;5;1;0;2014-15;24;0;2PT Field Goal
Jump Shot;113;8;4;4;1;2003-04;35;1;2PT Field Goal
Jump Shot;172;79;0;1;1;2002-03;24;0;2PT Field Goal
Jump Shot;-120;220;7;3;0;2009-10;53;0;3PT Field Goal
Jump Shot;29;133;4;1;0;2002-03;43;0;2PT Field Goal
Layup;0;0;1;1;0;1997-98;16;0;2PT Field Goal
Layup;0;0;2;2;0;1998-99;18;0;2PT Field Goal
Jump Shot;-74;135;3;1;0;2005-06;19;1;2PT Field Goal
Layup;0;0;2;4;0;2006-07;40;1;2PT Field Goal
Layup;0;0;1;1;0;2009-10;47;1;2PT Field Goal
Dunk;0;0;0;2;0;1999-00;50;1;2PT Field Goal
Layup;-53;14;5;2;1;1999-00;15;0;2PT Field Goal
Dunk;0;0;11;3;0;2007-08;16;1;2PT Field Goal
Dunk;0;0;0;4;0;1996-97;59;1;2PT Field Goal
Jump Shot;125;97;10;2;0;1996-97;58;0;2PT Field Goal
Jump Shot;186;181;6;4;1;2005-06;19;0;3PT Field Goal
Jump Shot;108;-15;7;3;0;2000-01;8;0;2PT Field Goal
Jump Shot;100;12;0;1;0;2007-08;51;0;2PT Field Goal
Jump Shot;21;168;3;4;0;2008-09;48;0;2PT Field Goal
Jump Shot;172;-8;10;1;0;2003-04;50;0;2PT Field Goal
Jump Shot;-186;-3;10;1;0;2006-07;46;0;2PT Field Goal
Jump Shot;-177;186;2;4;0;2009-10;29;0;3PT Field Goal
Jump Shot;-112;141;1;1;0;2004-05;4;0;2PT Field Goal
Jump Shot;-153;222;11;4;0;2006-07;32;0;3PT Field Goal
Layup;0;0;9;1;0;1998-99;52;1;2PT Field Goal
Layup;0;0;2;1;0;2005-06;21;0;2PT Field Goal
Jump Shot;-153;219;10;1;0;2006-07;53;0;3PT Field Goal
Jump Shot;-58;49;1;4;0;2001-02;40;1;2PT Field Goal
Layup;0;0;6;2;0;2004-05;23;0;2PT Field Goal
Jump Shot;-134;57;7;3;1;1998-99;31;0;2PT Field Goal
Layup;0;0;6;3;0;2006-07;11;1;2PT Field Goal
Jump Shot;-43;243;2;2;0;2007-08;20;0;3PT Field Goal
Jump Shot;-120;53;11;1;0;2005-06;31;0;2PT Field Goal
Jump Shot;94;206;1;4;0;2011-12;15;0;2PT Field Goal
Jump Shot;-126;10;4;2;0;2005-06;57;0;2PT Field Goal
Jump Shot;6;85;7;1;0;2012-13;45;1;2PT Field Goal
Jump Shot;-172;0;4;2;0;1996-97;1;1;2PT Field Goal
Jump Shot;189;154;10;3;0;2012-13;44;1;3PT Field Goal
Jump Shot;-191;187;7;3;0;2005-06;57;1;3PT Field Goal
Jump Shot;214;140;8;3;0;2010-11;35;0;3PT Field Goal
Jump Shot;115;11;5;3;0;2001-02;1;0;2PT Field Goal
